WD23CD,WD23NM,WD23NMW,UK_IMD_E_score,original_decile,E_expanded_decile,UK_IMD_E_rank,UK_IMD_E_pop_decile,UK_IMD_E_pop_quintile,total_Population
E05011269,St Ives East, ,6.759,5,5,17360.0,5,3,6602.0
E05011270,St Ives South, ,3.124,6,6,24187.5,6,3,8095.0
E05011271,St Ives West, ,6.686,6,6,24812.0,6,3,2959.0
E05011272,St Neots East, ,16.222,6,6,23213.0,6,3,4314.0
E05011273,St Neots Eatons, ,3.682,3,3,9949.5,3,2,10952.0
E05011274,St Neots Eynesbury, ,7.968,4,4,15405.5,4,2,11650.0
E05011275,St Neots Priory Park & Little Paxton, ,3.682,6,6,21908.5,6,3,10768.0
E05011276,Sawtry, ,5.444,5,5,20545.5,5,3,6712.0
E05011277,Somersham, ,4.232,8,8,31329.5,8,4,3723.0
E05011278,"Stilton, Folksworth & Washingley", ,7.577,5,5,20544.0,5,3,6616.0
E05011279,The Stukeleys, ,4.909,6,6,24619.0,6,3,6256.0
E05011280,Warboys, ,8.154,5,5,20120.0,5,3,7734.0
E05011281,Yaxley, ,6.244,5,5,18211.0,5,3,11227.0
E05011282,Balsham, ,8.576,7,7,28419.5,7,4,3590.0
E05011283,Bar Hill, ,7.048,7,7,28646.5,7,4,3902.0
E05011284,Barrington, ,8.112,7,7,28122.0,7,4,3482.0
E05011285,Bassingbourn, ,9.597,3,3,11780.5,3,2,4111.0
E05011286,Caldecote, ,7.211,6,6,24148.5,6,3,3594.0
E05011289,Cottenham, ,1.753,5,5,19978.0,5,3,7030.0
E05011291,Fen Ditton & Fulbourn, ,3.368,6,6,24372.0,6,3,10745.0
E05011292,Foxton, ,6.32,8,8,30117.0,8,4,3420.0
E05011293,Gamlingay, ,4.097,6,6,24148.5,6,3,3789.0
E05011294,Girton, ,2.842,7,7,28646.5,7,4,5546.0
E05011295,Hardwick, ,5.297,9,9,35626.0,9,5,3389.0
E05011296,Harston & Comberton, ,1.559,7,7,26059.0,7,4,10891.0
E05011297,Histon & Impington, ,2.442,5,5,20747.5,5,3,11640.0
E05011298,Linton, ,1.12,7,7,26176.5,7,4,7264.0
E05011300,Melbourn, ,2.962,3,3,11780.5,3,2,8611.0
E05011301,Milton & Waterbeach, ,2.985,5,5,18633.5,5,3,11139.0
E05011304,Shelford, ,0.861,7,7,29263.0,7,4,7550.0
E05011305,Swavesey, ,3.848,7,7,28646.5,7,4,3830.0
E05011306,The Mordens, ,10.251,3,3,11780.5,3,2,3394.0
E05011307,Whittlesford, ,3.074,8,8,31376.5,8,4,3095.0
E05011348,"Adderbury, Bloxham and Bodicote", ,4.35,7,7,25833.5,7,4,10297.0
E05011349,Banbury Calthorpe and Easington, ,5.02,7,7,26400.0,7,4,11911.0
E05011350,Ancoats & Beswick, ,17.359,1,1,475.0,1,1,14960.0
E05011351,Ardwick, ,23.273,1,1,477.0,1,1,23230.0
E05011352,Baguley, ,16.903,1,1,1888.5,1,1,16392.0
E05011353,Brooklands, ,16.903,1,1,1696.5,1,1,15465.0
E05011354,Burnage, ,23.206,1,1,1860.0,1,1,18597.0
E05011355,Charlestown, ,19.807,1,1,306.0,1,1,17658.0
E05011356,Cheetham, ,24.687,1,1,459.0,1,1,21749.0
E05011357,Chorlton, ,8.147,4,4,13258.0,4,2,12705.0
E05011358,Chorlton Park, ,8.147,1,1,1704.0,1,1,17581.0
E05011359,Clayton & Openshaw, ,35.444,1,1,774.0,1,1,20399.0
E05011360,Crumpsall, ,29.328,1,1,246.0,1,1,18224.0
E05011361,Deansgate, ,13.463,1,1,4052.0,1,1,16876.0
E05011362,Didsbury East, ,9.246,1,1,3638.5,1,1,15022.0
E05011363,Didsbury West, ,9.015,1,1,1704.0,1,1,15477.0
E05011364,Fallowfield, ,17.005,1,1,2309.0,1,1,14967.0
E05011365,Gorton & Abbey Hey, ,38.916,1,1,477.0,1,1,21610.0
E05011366,Harpurhey, ,35.556,1,1,161.0,1,1,20050.0
E05011367,Higher Blackley, ,29.328,1,1,871.0,1,1,15846.0
E05011368,Hulme, ,16.992,1,1,1440.0,1,1,20950.0
E05011369,Levenshulme, ,27.632,1,1,2687.0,1,1,19776.0
E05011370,Longsight, ,39.75,1,1,1269.0,1,1,21110.0
E05011371,Miles Platting & Newton Heath, ,33.608,1,1,350.0,1,1,19711.0
E05011372,Moss Side, ,29.326,1,1,1340.0,1,1,21827.0
E05011373,Moston, ,19.807,1,1,497.0,1,1,19027.0
E05011374,Northenden, ,20.252,1,1,374.0,1,1,15197.0
E05011375,Old Moat, ,9.015,1,1,2543.0,1,1,15822.0
E05011376,Piccadilly, ,21.186,2,2,8096.0,2,1,14007.0
E05011377,Rusholme, ,17.005,1,1,1882.0,1,1,18306.0
E05011378,Sharston, ,23.014,1,1,309.0,1,1,17552.0
E05011379,Whalley Range, ,22.974,1,1,2553.5,1,1,16701.0
E05011380,Withington, ,9.015,2,2,7686.0,2,1,16098.0
E05011381,Woodhouse Park, ,25.112,1,1,309.0,1,1,16104.0
E05011384,Ardsley & Robin Hood, ,4.157,1,1,2421.0,1,1,23403.0
E05011385,Armley, ,20.076,1,1,299.0,1,1,26458.0
E05011387,Bramley & Stanningley, ,8.915,1,1,1083.0,1,1,24114.0
E05011388,Burmantofts & Richmond Hill, ,17.285,1,1,340.0,1,1,28759.0
E05011389,Calverley & Farsley, ,3.997,2,2,8645.0,3,2,24579.0
E05011390,Chapel Allerton, ,6.643,1,1,1465.0,1,1,25023.0
E05011391,Cross Gates & Whinmoor, ,5.507,1,1,1758.5,1,1,25096.0
E05011394,Gipton & Harehills, ,38.7,1,1,582.0,1,1,31757.0
E05011395,Guiseley & Rawdon, ,3.658,2,2,7733.0,2,1,24733.0
E05011396,Harewood, ,2.022,7,7,26207.0,7,4,18691.0
E05011397,Headingley & Hyde Park, ,13.755,2,2,8041.5,2,1,31093.0
E05011399,Hunslet & Riverside, ,10.473,1,1,138.0,1,1,26714.0
E05011400,Killingbeck & Seacroft, ,20.53,1,1,176.0,1,1,27019.0
E05011401,Kippax & Methley, ,7.195,2,2,8836.0,3,2,23062.0
E05011402,Kirkstall, ,11.767,1,1,2429.0,1,1,22363.0
E05011403,Little London & Woodhouse, ,10.473,1,1,299.0,1,1,34637.0
E05011404,Middleton Park, ,15.206,1,1,701.0,1,1,29758.0
E05011405,Moortown, ,5.766,1,1,3199.0,1,1,23802.0
E05011406,Morley North, ,4.452,2,2,8079.0,2,1,23169.0
E05011407,Morley South, ,4.157,1,1,4194.0,1,1,24449.0
E05011409,Pudsey, ,8.915,1,1,1083.0,1,1,25512.0
E05011410,Rothwell, ,9.083,2,2,5668.5,2,1,20510.0
E05011411,Roundhay, ,5.717,1,1,3077.0,1,1,24043.0
E05011413,Weetwood, ,6.321,1,1,3240.0,1,1,22373.0
E05011414,Wetherby, ,3.078,4,4,14197.5,4,2,21579.0
E05011415,Audley, ,10.336,4,4,13501.0,4,2,8261.0
E05011416,Bradwell, ,6.994,3,3,11276.0,3,2,8350.0
E05011417,Clayton, ,8.123,3,3,11589.5,3,2,2868.0
E05011418,Crackley & Red Street, ,7.955,2,2,4722.0,2,1,6177.0
E05011419,Cross Heath, ,23.583,1,1,2496.0,1,1,5903.0
E05011420,Holditch & Chesterton, ,13.235,2,2,4722.0,2,1,5717.0
E05011421,Keele, ,3.664,10,10,41200.0,10,5,3266.0
E05011422,Kidsgrove & Ravenscliffe, ,6.446,2,2,5604.0,2,1,9043.0
E05011423,Knutton, ,22.593,1,1,3706.0,1,1,2937.0
E05011424,Loggerheads, ,5.016,6,6,22752.0,6,3,4431.0
E05011425,Madeley & Betley, ,3.664,4,4,15763.0,4,2,5509.0
E05011426,Maer & Whitmore, ,9.158,8,8,33295.0,8,4,2702.0
E05011427,May Bank, ,9.159,4,4,14220.5,4,2,8483.0
E05011428,Newchapel & Mow Cop, ,6.446,3,3,11872.0,3,2,5717.0
E05011429,Silverdale, ,22.593,3,3,10732.5,3,2,5732.0
E05011430,Talke & Butt Lane, ,14.745,2,2,7050.0,2,1,8799.0
E05011431,Thistleberry, ,7.028,3,3,11976.0,3,2,5727.0
E05011432,Town, ,23.936,2,2,8213.5,2,1,6007.0
E05011433,Westbury Park & Northwood, ,3.953,2,2,8830.5,3,2,4942.0
E05011434,Westlands, ,2.777,2,2,8830.5,3,2,8433.0
E05011435,Wolstanton, ,9.159,4,4,15354.0,4,2,6293.0
E05011436,Arthur's Hill, ,11.564,1,1,1080.0,1,1,14959.0
E05011437,Benwell & Scotswood, ,8.218,1,1,1049.5,1,1,13161.0
E05011438,Blakelaw, ,19.297,1,1,363.0,1,1,11691.0
E05011439,Byker, ,44.508,1,1,210.0,1,1,12386.0
E05011440,Callerton & Throckley, ,7.735,1,1,3522.0,1,1,11149.0
E05011441,Castle, ,5.194,2,2,6480.5,2,1,15177.0
E05011442,Chapel, ,7.735,8,8,30353.5,8,4,9594.0
E05011443,Dene & South Gosforth, ,2.58,7,7,25835.5,7,4,9850.0
E05011444,Denton & Westerhope, ,10.04,1,1,1007.0,1,1,12547.0
E05011445,Elswick, ,36.779,1,1,302.0,1,1,16459.0
E05011446,Fawdon & West Gosforth, ,5.02,2,2,5444.0,2,1,10010.0
E05011447,Gosforth, ,3.493,3,3,11069.0,3,2,10573.0
E05011448,Heaton, ,7.234,4,4,16296.5,4,2,10575.0
E05011449,Kenton, ,6.417,1,1,1297.0,1,1,11482.0
E05011450,Kingston Park South & Newbiggin Hall, ,8.615,1,1,815.0,1,1,10979.0
E05011451,Lemington, ,15.844,1,1,1219.0,1,1,10236.0
E05011452,Manor Park, ,2.58,3,3,9551.5,3,2,9537.0
E05011453,Monument, ,15.786,1,1,403.0,1,1,14137.0
E05011454,North Jesmond, ,3.434,8,8,30312.0,8,4,11196.0
E05011455,Ouseburn, ,11.713,3,3,12236.5,3,2,12984.0
E05011456,Parklands, ,1.852,5,5,20052.5,5,3,11956.0
E05011457,South Jesmond, ,5.598,5,5,21189.0,6,3,9597.0
E05011458,Walker, ,40.949,1,1,126.0,1,1,12004.0
E05011459,Walkergate, ,17.432,1,1,768.0,1,1,12570.0
E05011460,West Fenham, ,17.891,1,1,3281.0,1,1,11092.0
E05011461,Wingrove, ,11.564,1,1,4009.0,1,1,11664.0
E05011462,Addiscombe East, ,8.729,3,3,9441.0,3,2,11414.0
E05011463,Addiscombe West, ,9.773,2,2,7629.5,2,1,15821.0
E05011464,Bensham Manor, ,19.762,2,2,6887.0,2,1,17071.0
E05011465,Broad Green, ,18.879,1,1,3965.0,1,1,20461.0
E05011466,Coulsdon Town, ,6.172,4,4,14781.5,4,2,15558.0
E05011467,Crystal Palace & Upper Norwood, ,14.456,3,3,11779.0,3,2,16798.0
E05011468,Fairfield, ,22.051,1,1,3965.0,1,1,16261.0
E05011469,Kenley, ,6.996,5,5,20738.0,5,3,11008.0
E05011470,New Addington North, ,32.404,2,2,5091.0,2,1,10742.0
E05011471,New Addington South, ,18.542,1,1,3161.0,1,1,11320.0
E05011472,Norbury & Pollards Hill, ,15.404,3,3,11491.0,3,2,12202.0
E05011473,Norbury Park, ,13.37,2,2,4955.0,2,1,10989.0
E05011474,Old Coulsdon, ,5.448,2,2,7756.0,2,1,10034.0
E05011475,Park Hill & Whitgift, ,9.773,2,2,7629.5,2,1,5734.0
E05011476,Purley & Woodcote, ,5.77,4,4,16358.0,4,2,15594.0
E05011477,Purley Oaks & Riddlesdown, ,5.761,4,4,16358.0,4,2,9961.0
E05011478,Sanderstead, ,3.765,5,5,18003.0,5,3,15777.0
E05011479,Selhurst, ,27.454,1,1,4437.0,2,1,13154.0
E05011480,Selsdon & Addington Village, ,5.837,2,2,6272.0,2,1,10032.0
E05011481,Selsdon Vale & Forestdale, ,6.813,4,4,15309.0,4,2,9784.0
E05011482,Shirley North, ,6.864,1,1,4202.0,1,1,15300.0
E05011483,Shirley South, ,4.626,2,2,7014.5,2,1,10514.0
E05011484,South Croydon, ,8.629,3,3,9827.0,3,2,18005.0
E05011485,South Norwood, ,19.585,2,2,5868.0,2,1,16342.0
E05011486,Thornton Heath, ,16.06,2,2,4582.0,2,1,17845.0
E05011487,Waddon, ,19.768,2,2,4816.0,2,1,18672.0
E05011488,West Thornton, ,16.909,1,1,1626.0,1,1,19073.0
E05011489,Woodside, ,17.717,2,2,8021.0,2,1,16758.0
E05011508,Audley & Queen's Park, ,32.636,1,1,1817.0,1,1,11107.0
E05011509,Bastwell & Daisyfield, ,40.635,1,1,1817.0,1,1,8960.0
E05011510,Billinge & Beardwood, ,9.462,1,1,2424.0,1,1,9643.0
E05011511,Blackburn Central, ,30.882,1,1,120.0,1,1,9508.0
E05011512,Blackburn South & Lower Darwen, ,6.527,1,1,708.0,1,1,7775.0
E05011513,Blackburn South East, ,22.776,1,1,708.0,1,1,10309.0
E05011514,Darwen East, ,32.942,1,1,1060.0,1,1,10064.0
E05011515,Darwen South, ,9.764,2,2,4682.0,2,1,8167.0
E05011516,Darwen West, ,10.468,1,1,2816.0,1,1,8135.0
E05011517,Ewood, ,6.527,1,1,1169.0,1,1,9596.0
E05011518,Little Harwood & Whitebirk, ,25.662,1,1,648.0,1,1,9351.0
E05011519,Livesey with Pleasington, ,7.256,4,4,15728.0,4,2,8329.0
E05011520,Mill Hill & Moorgate, ,19.24,1,1,120.0,1,1,8429.0
E05011521,Roe Lee, ,9.462,1,1,4108.5,1,1,9396.0
E05011522,Shear Brow & Corporation Park, ,19.675,1,1,2424.0,1,1,9494.0
E05011523,Wensley Fold, ,31.656,1,1,131.0,1,1,9458.0
E05011524,West Pennine, ,2.702,4,4,13430.5,4,2,8041.0
E05011525,Avenue, ,21.596,1,1,466.0,1,1,12846.0
E05011526,Beverley & Newland, ,14.754,2,2,6254.0,2,1,16183.0
E05011527,Boothferry, ,7.084,1,1,2997.0,1,1,11927.0
E05011528,Bricknell, ,11.135,2,2,8126.5,2,1,8516.0
E05011529,Central, ,36.728,1,1,147.0,1,1,11180.0
E05011530,Derringham, ,19.67,1,1,3576.0,1,1,11743.0
E05011531,Drypool, ,12.123,1,1,773.0,1,1,12048.0
E05011532,Holderness, ,8.375,3,3,12201.0,3,2,11975.0
E05011533,Ings, ,11.12,1,1,2658.5,1,1,9189.0
E05011534,Kingswood, ,6.747,3,3,11842.0,3,2,9978.0
E05011535,Longhill & Bilton Grange, ,12.173,1,1,461.0,1,1,12875.0
E05011536,Marfleet, ,44.368,1,1,99.0,1,1,13416.0
E05011537,Newington & Gipsyville, ,26.054,1,1,149.0,1,1,17164.0
E05011538,North Carr, ,10.373,1,1,609.0,1,1,15126.0
E05011539,Orchard Park, ,16.154,1,1,473.0,1,1,16101.0
E05011540,Pickering, ,17.014,1,1,877.0,1,1,8500.0
E05011541,St Andrew's & Docklands, ,36.728,1,1,147.0,1,1,16966.0
E05011542,Southcoates, ,20.866,1,1,99.0,1,1,15059.0
E05011543,Sutton, ,8.375,1,1,1162.0,1,1,13430.0
E05011544,University, ,16.154,1,1,679.5,1,1,12119.0
E05011545,West Carr, ,15.794,1,1,556.0,1,1,12511.0
E05011547,Horsforth, ,3.256,2,2,6862.0,2,1,24712.0
E05011549,Otley & Yeadon, ,4.767,2,2,7733.0,2,1,22609.0
E05011552,Balderton North & Coddington, ,8.841,5,5,17748.0,5,3,6650.0
E05011553,Beacon, ,6.33,2,2,6675.0,2,1,9269.0
E05011554,Castle, ,10.935,1,1,4416.0,2,1,3392.0
E05011555,Farndon & Fernwood, ,7.713,6,6,24631.5,6,3,7434.0
E05011558,"Brasted, Chevening and Sundridge", ,4.348,7,7,26810.0,7,4,6641.0
E05011559,Seal and Weald, ,10.702,6,6,22192.0,6,3,4307.0
E05011561,Burwell, ,4.865,5,5,19991.0,5,3,6531.0
E05011562,Downham Villages, ,10.682,6,6,22754.0,6,3,3053.0
E05011563,Ely East, ,4.273,4,4,15153.0,4,2,5737.0
E05011564,Ely North, ,4.273,5,5,19001.0,5,3,5016.0
E05011565,Ely West, ,3.383,5,5,19861.0,5,3,9833.0
E05011566,Fordham & Isleham, ,2.417,5,5,20552.5,5,3,6790.0
E05011567,Haddenham, ,6.037,6,6,22826.5,6,3,3467.0
E05011568,Littleport, ,11.656,4,4,15620.0,4,2,10051.0
E05011569,Soham North, ,9.761,6,6,23595.5,6,3,7141.0
E05011570,Soham South, ,9.761,6,6,22972.0,6,3,6513.0
E05011571,Stretham, ,6.037,7,7,26186.5,7,4,6839.0
E05011572,Sutton, ,4.31,7,7,26128.5,7,4,5822.0
E05011574,Devonshire, ,19.282,1,1,3985.5,1,1,14626.0
E05011575,Hampden Park, ,18.777,1,1,3310.0,1,1,10790.0
E05011576,Langney, ,17.231,1,1,4177.0,1,1,10446.0
E05011577,Meads, ,6.742,3,3,11749.0,3,2,11151.0
E05011578,Old Town, ,3.82,3,3,11602.5,3,2,11299.0
E05011579,Ratton, ,4.985,4,4,17030.5,5,3,9473.0
E05011580,St Anthony's, ,8.64,2,2,7535.0,2,1,11645.0
E05011581,Sovereign, ,11.676,2,2,7363.0,2,1,11773.0
E05011582,Upperton, ,9.343,4,4,13252.0,4,2,11044.0
E05011583,"Chailey, Barcombe & Hamsey", ,11.495,5,5,19309.5,5,3,5332.0
E05011584,Ditchling & Westmeston, ,5.641,10,10,38694.5,10,5,2580.0
E05011585,East Saltdean & Telscombe Cliffs, ,8.79,4,4,15703.0,4,2,7448.0
E05011586,Kingston, ,15.824,6,6,23716.5,6,3,1987.0
E05011587,Lewes Bridge, ,10.796,6,6,23595.5,6,3,4771.0
E05011588,Lewes Castle, ,10.422,2,2,8041.5,2,1,3926.0
E05011589,Lewes Priory, ,5.75,7,7,28486.0,7,4,7778.0
E05011590,Newhaven North, ,13.582,2,2,7099.0,2,1,4967.0
E05011591,Newhaven South, ,20.653,2,2,7099.0,2,1,7858.0
E05011592,Newick, ,4.034,7,7,28593.0,7,4,2497.0
E05011593,Ouse Valley & Ringmer, ,6.701,3,3,10329.5,3,2,6710.0
E05011594,Peacehaven East, ,17.536,3,3,13004.0,4,2,5333.0
E05011595,Peacehaven North, ,12.554,3,3,9258.0,3,2,5390.0
E05011596,Peacehaven West, ,17.496,3,3,9118.0,3,2,4994.0
E05011597,"Plumpton, Streat, East Chiltington & St John", ,5.14,6,6,24591.0,6,3,2228.0
E05011598,Seaford Central, ,9.044,4,4,15993.0,4,2,4983.0
E05011599,Seaford East, ,7.108,5,5,20603.0,5,3,4831.0
E05011600,Seaford North, ,9.757,4,4,13895.0,4,2,5129.0
E05011601,Seaford South, ,5.554,6,6,22383.0,6,3,4426.0
E05011602,Seaford West, ,6.419,8,8,30268.5,8,4,4444.0
E05011603,Wivelsfield, ,5.696,10,10,38623.0,10,5,3065.0
E05011604,Bexhill Central, ,27.215,2,2,7768.0,2,1,5543.0
E05011605,Bexhill Collington, ,7.974,2,2,7768.0,2,1,4164.0
E05011606,Bexhill Kewhurst, ,9.667,6,6,25460.0,7,4,4725.0
E05011607,Bexhill Old Town & Worsham, ,12.372,4,4,17131.0,5,3,4418.0
E05011608,Bexhill Pebsham & St Michaels, ,17.908,3,3,11901.0,3,2,5175.0
E05011609,Bexhill Sackville, ,18.761,2,2,7768.0,2,1,4989.0
E05011610,Bexhill Sidley, ,23.312,1,1,1184.5,1,1,6218.0
E05011611,Bexhill St Marks, ,7.548,6,6,24335.0,6,3,5065.0
E05011612,Bexhill St Stephens, ,8.557,1,1,4545.0,2,1,4724.0
E05011613,Brede & Udimore, ,10.423,5,5,20448.5,5,3,2209.0
E05011614,Burwash & the Weald, ,11.275,5,5,17380.5,5,3,4487.0
E05011615,Catsfield & Crowhurst, ,19.494,4,4,15717.0,4,2,2625.0
E05011616,Eastern Rother, ,19.213,2,2,5366.0,2,1,4757.0
E05011617,Hurst Green & Ticehurst, ,9.525,5,5,19703.0,5,3,5414.0
E05011618,"North Battle, Netherfield & Whatlington", ,6.546,5,5,17380.5,5,3,4742.0
E05011619,Northern Rother, ,9.781,4,4,16277.0,4,2,5050.0
E05011620,Robertsbridge, ,7.549,5,5,19585.0,5,3,2727.0
E05011621,Rye & Winchelsea, ,17.346,2,2,4785.0,2,1,4937.0
E05011622,Sedlescombe & Westfield, ,13.911,5,5,18905.0,5,3,5497.0
E05011623,South Battle & Telham, ,6.546,5,5,19170.0,5,3,2514.0
E05011624,Southern Rother, ,14.215,4,4,16408.0,4,2,4182.0
E05011625,Arlington, ,10.123,5,5,21376.0,6,3,2988.0
E05011626,Buxted, ,8.376,6,6,23344.5,6,3,4029.0
E05011627,"Chiddingly, East Hoathly & Waldron", ,10.224,6,6,21567.0,6,3,3317.0
E05011628,Crowborough Central, ,5.405,7,7,27005.5,7,4,4300.0
E05011629,Crowborough Jarvis Brook, ,5.585,6,6,22106.0,6,3,4431.0
E05011630,Crowborough North, ,4.472,9,9,35992.5,9,5,3330.0
E05011631,Crowborough South East, ,5.585,5,5,19630.5,5,3,4049.0
E05011632,Crowborough South West, ,5.405,5,5,19630.5,5,3,3148.0
E05011633,Crowborough St Johns, ,3.765,7,7,27005.5,7,4,2984.0
E05011634,Danehill & Fletching, ,8.277,6,6,25722.5,7,4,3914.0
E05011635,Forest Row, ,8.277,7,7,27205.5,7,4,4159.0
E05011636,Framfield & Cross-in-Hand, ,9.103,6,6,22724.5,6,3,3348.0
E05011637,Frant & Wadhurst, ,6.857,8,8,32206.0,8,4,7020.0
E05011638,Hadlow Down & Rotherfield, ,4.487,6,6,23344.5,6,3,3301.0
E05011639,Hailsham Central, ,7.105,4,4,16325.5,4,2,3537.0
E05011640,Hailsham East, ,10.711,2,2,6551.0,2,1,4989.0
E05011641,Hailsham North, ,7.105,5,5,18733.5,5,3,2843.0
E05011642,Hailsham North West, ,11.273,5,5,18733.5,5,3,3448.0
E05011643,Hailsham South, ,10.604,2,2,7942.0,2,1,3290.0
E05011644,Hailsham West, ,10.123,2,2,7942.0,2,1,4286.0
E05011645,Hartfield, ,5.405,6,6,22751.0,6,3,3227.0
E05011646,Heathfield North, ,6.91,6,6,24375.5,6,3,4032.0
E05011647,Heathfield South, ,3.535,6,6,24375.5,6,3,4204.0
E05011648,Hellingly, ,10.711,5,5,18733.5,5,3,5895.0
E05011649,Herstmonceux & Pevensey Levels, ,5.989,6,6,22185.5,6,3,7128.0
E05011650,Horam & Punnetts Town, ,10.244,6,6,21538.0,6,3,7038.0
E05011651,Lower Willingdon, ,3.967,6,6,22392.0,6,3,3246.0
E05011652,Maresfield, ,10.382,6,6,22751.0,6,3,3772.0
E05011653,Mayfield & Five Ashes, ,5.772,6,6,22724.5,6,3,3590.0
E05011654,Pevensey Bay, ,14.802,4,4,16160.0,4,2,2925.0
E05011655,Polegate Central, ,3.627,6,6,22366.5,6,3,5244.0
E05011656,Polegate North, ,10.627,5,5,18730.5,5,3,3887.0
E05011657,Polegate South & Willingdon Watermill, ,10.103,5,5,18730.5,5,3,3487.0
E05011658,South Downs, ,12.372,6,6,25643.0,7,4,3006.0
E05011659,Stone Cross, ,3.627,8,8,33486.0,8,4,3799.0
E05011660,Uckfield East, ,8.147,4,4,13393.0,4,2,3255.0
E05011661,Uckfield New Town, ,3.242,7,7,27659.0,7,4,5749.0
E05011662,Uckfield North, ,8.244,4,4,13393.0,4,2,3109.0
E05011663,Uckfield Ridgewood & Little Horsted, ,3.242,7,7,27002.5,7,4,3218.0
E05011664,Upper Willingdon, ,6.332,8,8,30746.0,8,4,3477.0
E05011665,Withyham, ,8.913,7,7,28045.5,7,4,3013.0
E05011666,Chichester Central, ,5.699,3,3,11736.0,3,2,2586.0
E05011667,Chichester East, ,15.371,3,3,10704.0,3,2,6688.0
E05011668,Chichester North, ,1.886,3,3,11214.0,3,2,6959.0
E05011669,Chichester South, ,7.187,3,3,10704.0,3,2,7130.0
E05011670,Chichester West, ,1.886,4,4,14450.0,4,2,7105.0
E05011671,Easebourne, ,8.205,5,5,19069.5,5,3,3014.0
E05011672,Fernhurst, ,2.563,5,5,17458.5,5,3,6850.0
E05011673,Fittleworth, ,11.337,5,5,20954.0,6,3,3298.0
E05011674,Goodwood, ,16.723,5,5,19195.0,5,3,3684.0
E05011675,Harbour Villages, ,5.582,7,7,26178.0,7,4,11005.0
E05011676,Harting, ,12.178,6,6,22474.0,6,3,3612.0
E05011677,Lavant, ,15.484,5,5,17758.0,5,3,3300.0
E05011678,Loxwood, ,6.943,5,5,17458.5,5,3,7282.0
E05011679,Midhurst, ,4.833,5,5,19820.0,5,3,7376.0
E05011680,North Mundham & Tangmere, ,11.934,5,5,20697.0,5,3,8411.0
E05011681,Petworth, ,13.717,5,5,19157.5,5,3,3550.0
E05011682,Selsey South, ,11.668,4,4,15548.0,4,2,6157.0
E05011683,Sidlesham with Selsey North, ,13.615,4,4,15548.0,4,2,6059.0
E05011684,Southbourne, ,4.817,6,6,23303.5,6,3,8312.0
E05011685,The Witterings, ,9.304,4,4,16867.0,5,3,10333.0
E05011686,Westbourne, ,12.065,5,5,17758.0,5,3,3392.0
E05011701,Cholsey, ,2.874,7,7,28096.5,7,4,9423.0
E05011702,Didcot North East, ,2.283,5,5,20589.5,5,3,10566.0
E05011703,Didcot South, ,5.179,5,5,18691.5,5,3,13752.0
E05011704,Forest Hill & Holton, ,11.384,6,6,25584.0,7,4,3633.0
E05011705,Haseley Brook, ,9.708,5,5,21075.0,6,3,4422.0
E05011707,Kidmore End & Whitchurch, ,6.375,9,9,34785.0,9,5,3776.0
E05011708,Sandford & the Wittenhams, ,8.5,6,6,24097.5,6,3,4098.0
E05011710,Wallingford, ,2.728,7,7,27457.5,7,4,8598.0
E05011711,Wheatley, ,2.035,7,7,29905.5,8,4,4231.0
E05011713,Blewbury & Harwell, ,6.025,7,7,27941.5,7,4,9397.0
E05011714,Cumnor, ,3.075,9,9,35709.0,9,5,6745.0
E05011715,Drayton, ,5.531,9,9,38081.5,10,5,3926.0
E05011717,Sutton Courtenay, ,6.061,7,7,26109.0,7,4,3468.0
E05011718,Thames, ,3.613,8,8,31036.0,8,4,3448.0
E05011719,Wootton, ,3.613,7,7,27712.5,7,4,3712.0
E05011743,Aylesford & East Stour, ,5.703,2,2,7598.5,2,1,6409.0
E05011744,Beaver, ,15.532,2,2,5110.0,2,1,7756.0
E05011745,Biddenden, ,14.366,4,4,17206.0,5,3,3219.0
E05011746,Bircholt, ,6.859,6,6,24473.5,6,3,2792.0
E05011747,Bockhanger, ,8.493,2,2,7865.0,2,1,2455.0
E05011748,Bybrook, ,8.493,2,2,7865.0,2,1,3445.0
E05011749,Charing, ,18.845,4,4,16581.5,5,3,2719.0
E05011750,Conningbrook & Little Burton Farm, ,10.63,7,7,27619.5,7,4,2239.0
E05011751,Downs North, ,16.682,6,6,21716.0,6,3,2656.0
E05011753,Furley, ,15.728,3,3,10118.0,3,2,6342.0
E05011755,Godinton, ,8.23,8,8,33972.0,9,5,2898.0
E05011756,Highfield, ,5.703,5,5,20268.0,5,3,2456.0
E05011757,Isle of Oxney, ,22.936,4,4,14398.0,4,2,2855.0
E05011758,Kennington, ,6.488,9,9,37455.0,9,5,2283.0
E05011759,Kingsnorth Village & Bridgefield, ,15.191,5,5,18280.5,5,3,2819.0
E05011760,"Mersham, Sevington South with Finberry", ,15.191,6,6,24535.0,6,3,2919.0
E05011761,Norman, ,22.336,3,3,10677.0,3,2,3105.0
E05011762,Park Farm North, ,7.033,9,9,34312.0,9,5,2683.0
E05011763,Park Farm South, ,8.053,6,6,24535.0,6,3,2598.0
E05011764,Repton, ,8.23,3,3,10118.0,3,2,5130.0
E05011765,Rolvenden & Tenterden West, ,13.192,5,5,19691.5,5,3,2295.0
E05011766,Roman, ,7.033,2,2,5095.0,2,1,3542.0
E05011767,Saxon Shore, ,15.244,5,5,20933.5,6,3,2660.0
E05011768,Singleton East, ,9.616,6,6,24584.0,6,3,2591.0
