WD23CD,WD23NM,WD23NMW,UK_IMD_E_score,original_decile,E_expanded_decile,UK_IMD_E_rank,UK_IMD_E_pop_decile,UK_IMD_E_pop_quintile,total_Population
E05015348,Dorking South, ,5.515,3,3,9240.0,3,2,7512.0
E05015349,Fetcham, ,1.424,9,9,34796.5,9,5,7330.0
E05015350,Holmwoods & Beare Green, ,6.388,3,3,9240.0,3,2,6181.0
E05015351,Leatherhead North, ,7.274,4,4,16728.0,5,3,6503.0
E05015352,Leatherhead South, ,6.802,6,6,22404.5,6,3,5789.0
E05015353,"Mickleham, Westcott & Okewood", ,7.369,5,5,19611.0,5,3,6789.0
E05015354,"Aston, Datchworth & Walkern", ,6.967,8,8,31149.5,8,4,4775.0
E05015355,Bishop's Stortford All Saints, ,2.186,7,7,28112.5,7,4,5395.0
E05015356,Bishop's Stortford Central, ,2.501,4,4,13862.0,4,2,7446.0
E05015357,Bishop's Stortford North, ,2.076,7,7,28112.5,7,4,8535.0
E05015358,Bishop's Stortford Parsonage, ,2.186,7,7,28112.5,7,4,6862.0
E05015359,Bishop's Stortford South, ,1.97,3,3,12629.0,4,2,4396.0
E05015360,Bishop's Stortford Thorley Manor, ,1.501,7,7,27861.0,7,4,9636.0
E05015361,Braughing & Standon, ,6.385,9,9,35525.0,9,5,5965.0
E05015362,Buntingford, ,4.806,6,6,22078.5,6,3,10169.0
E05015363,Great Amwell & Stansteads, ,4.198,6,6,23865.0,6,3,5875.0
E05015364,Hertford Bengeo, ,3.005,6,6,25676.0,7,4,8700.0
E05015365,Hertford Castle, ,3.648,6,6,23633.5,6,3,6044.0
E05015366,Hertford Heath & Brickendon, ,9.01,7,7,29836.5,8,4,3500.0
E05015367,Hertford Kingsmead, ,2.047,8,8,30852.0,8,4,8881.0
E05015368,Hertford Rural, ,9.973,8,8,30470.0,8,4,3290.0
E05015369,Hertford Sele, ,3.404,4,4,13979.0,4,2,5963.0
E05015370,Hunsdon, ,13.223,6,6,25252.5,7,4,2144.0
E05015371,Little Hadham & The Pelhams, ,7.944,6,6,23376.0,6,3,3206.0
E05015372,Much Hadham, ,4.902,3,3,12629.0,4,2,3165.0
E05015373,Sawbridgeworth, ,2.343,6,6,24231.5,6,3,8857.0
E05015374,The Mundens, ,10.522,6,6,22078.5,6,3,2719.0
E05015375,Ware Priory, ,3.253,8,8,31796.5,8,4,7578.0
E05015376,Ware Rural, ,13.223,6,6,24785.0,6,3,2987.0
E05015377,Ware St Mary's, ,2.02,8,8,32065.5,8,4,6339.0
E05015378,Ware Trinity, ,2.02,6,6,23191.0,6,3,5780.0
E05015379,Watton-at-Stone, ,5.881,8,8,30470.0,8,4,3428.0
E05015380,"Alfrick, Leigh & Rushwick", ,10.289,6,6,21547.0,6,3,5062.0
E05015381,Baldwin, ,9.118,5,5,20747.5,5,3,4939.0
E05015382,Barnards Green, ,7.029,1,1,2536.0,1,1,8508.0
E05015383,Broadheath, ,7.92,8,8,31508.5,8,4,1888.0
E05015384,"Castlemorton, Welland & Wells", ,5.286,6,6,23271.0,6,3,5412.0
E05015385,Great Malvern, ,8.614,2,2,6184.5,2,1,5117.0
E05015386,Hallow & Holt, ,10.418,5,5,20747.5,5,3,2884.0
E05015387,Kempsey, ,9.232,7,7,27876.0,7,4,5288.0
E05015388,Lindridge, ,9.118,5,5,20102.5,5,3,2686.0
E05015389,Link, ,8.614,3,3,9978.0,3,2,7243.0
E05015390,Longdon, ,16.172,5,5,18811.0,5,3,2422.0
E05015391,Martley, ,10.289,6,6,21547.0,6,3,2922.0
E05015392,Pickersleigh, ,21.081,2,2,6184.5,2,1,3196.0
E05015393,Powick & the Hanleys, ,9.27,5,5,18691.5,5,3,5504.0
E05015394,Tenbury, ,17.493,5,5,20840.5,6,3,4637.0
E05015395,Upper Howsell, ,8.503,5,5,20651.0,5,3,2926.0
E05015396,Upton & Ripple, ,15.86,3,3,11456.0,3,2,4783.0
E05015397,West, ,8.503,5,5,20651.0,5,3,5607.0
E05015398,Brunswick & Adelaide, ,12.289,3,3,12359.0,3,2,10142.0
E05015399,Central Hove, ,12.65,3,3,10634.5,3,2,10945.0
E05015400,Coldean & Stanmer, ,11.718,1,1,2549.5,1,1,11351.0
E05015401,Goldsmid, ,6.642,3,3,10634.5,3,2,14246.0
E05015402,Hangleton & Knoll, ,6.624,1,1,4018.0,1,1,15349.0
E05015403,Hanover & Elm Grove, ,9.626,1,1,3070.0,1,1,15659.0
E05015404,Hollingdean & Fiveways, ,4.109,1,1,2552.0,1,1,15276.0
E05015405,Kemptown, ,14.188,1,1,1001.0,1,1,11271.0
E05015406,Moulsecoomb & Bevendean, ,11.965,1,1,2549.5,1,1,15434.0
E05015407,North Portslade, ,10.749,2,2,7919.0,2,1,10261.0
E05015408,Patcham & Hollingbury, ,4.398,3,3,11815.0,3,2,15262.0
E05015409,Preston Park, ,4.398,3,3,11920.0,3,2,15391.0
E05015410,Queen's Park, ,11.918,1,1,1001.0,1,1,10323.0
E05015411,Regency, ,13.967,3,3,11101.0,3,2,9747.0
E05015412,Rottingdean & West Saltdean, ,6.248,6,6,22310.0,6,3,10403.0
E05015413,Round Hill, ,9.029,2,2,5724.5,2,1,8657.0
E05015414,South Portslade, ,11.503,2,2,7982.0,2,1,9775.0
E05015415,West Hill & North Laine, ,14.54,2,2,5724.5,2,1,10515.0
E05015416,Westbourne & Poets' Corner, ,12.501,5,5,17890.5,5,3,9949.0
E05015417,Westdene & Hove Park, ,3.522,8,8,31972.0,8,4,15864.0
E05015418,Whitehawk & Marina, ,14.188,1,1,525.0,1,1,12261.0
E05015419,Wish, ,7.609,2,2,7469.5,2,1,10195.0
E05015420,Woodingdean, ,8.822,2,2,8424.0,3,2,9689.0
E05015421,Chatteris North & Manea, ,14.519,4,4,14446.0,4,2,7513.0
E05015422,Chatteris South, ,14.519,4,4,14446.0,4,2,6352.0
E05015423,Doddington & Wimblington, ,12.115,6,6,25206.0,7,4,4991.0
E05015424,Elm & Christchurch, ,20.291,2,2,7308.5,2,1,4974.0
E05015425,Leverington & Wisbech Rural, ,20.971,2,2,6634.0,2,1,6641.0
E05015426,March East, ,11.503,1,1,4421.0,2,1,6759.0
E05015427,March North, ,17.655,3,3,9314.0,3,2,8490.0
E05015428,March South, ,11.503,3,3,11607.0,3,2,3918.0
E05015429,March West & Benwick, ,17.655,3,3,9314.0,3,2,4819.0
E05015430,Parson Drove & Wisbech St Mary, ,25.833,3,3,9321.0,3,2,6835.0
E05015431,Whittlesey East & Villages, ,10.967,4,4,13375.0,4,2,6677.0
E05015432,Whittlesey Lattersey, ,13.583,2,2,7798.5,2,1,1890.0
E05015433,Whittlesey North West, ,9.658,4,4,13306.0,4,2,4613.0
E05015434,Whittlesey South, ,9.658,2,2,7798.5,2,1,4842.0
E05015435,Wisbech North, ,45.974,1,1,2850.0,1,1,3104.0
E05015436,Wisbech Riverside, ,25.823,1,1,2510.0,1,1,4734.0
E05015437,Wisbech South, ,18.839,2,2,5478.0,2,1,8837.0
E05015438,Wisbech Walsoken & Waterlees, ,18.839,1,1,2510.0,1,1,7046.0
E05015439,Badsey & Aldington, ,7.161,5,5,18733.5,5,3,2695.0
E05015440,Bengeworth, ,11.36,3,3,13019.0,4,2,7323.0
E05015441,Bowbrook, ,6.918,7,7,26998.0,7,4,3025.0
E05015442,Bredon, ,4.227,7,7,26169.0,7,4,3332.0
E05015443,Bredon Hill, ,6.489,6,6,25156.5,7,4,2809.0
E05015444,Bretforton & Offenham, ,7.81,6,6,25822.5,7,4,2982.0
E05015445,"Broadway, Sedgeberrow & Childswickham", ,8.483,6,6,22531.0,6,3,6435.0
E05015446,Dodderhill, ,11.968,5,5,20311.5,5,3,3996.0
E05015447,"Drakes Broughton, Norton & Whittington", ,6.703,4,4,15917.5,4,2,6585.0
E05015448,Droitwich East, ,5.835,4,4,13743.0,4,2,5511.0
E05015449,Droitwich South East, ,3.47,10,10,38356.5,10,5,7050.0
E05015450,Droitwich South West, ,5.05,3,3,12514.0,4,2,6809.0
E05015451,Droitwich West, ,20.915,2,2,4987.0,2,1,5991.0
E05015452,Eckington, ,9.66,6,6,21998.0,6,3,2871.0
E05015453,Evesham North, ,9.993,2,2,8075.0,2,1,6405.0
E05015454,Evesham South, ,7.443,3,3,12961.0,4,2,6042.0
E05015455,Fladbury, ,13.605,6,6,25517.0,7,4,2811.0
E05015456,Hampton, ,7.846,5,5,18046.0,5,3,8903.0
E05015457,Hartlebury, ,11.968,5,5,17922.0,5,3,3119.0
E05015458,Harvington & Norton, ,9.496,2,2,7494.0,2,1,2822.0
E05015459,"Honeybourne, Pebworth & The Littletons", ,14.164,4,4,16369.0,4,2,6523.0
E05015460,Inkberrow, ,4.349,6,6,22809.0,6,3,6505.0
E05015461,North Claines & Salwarpe, ,8.406,7,7,26535.5,7,4,6745.0
E05015462,Ombersley, ,11.968,6,6,22059.0,6,3,2823.0
E05015463,Pershore, ,5.878,4,4,13995.0,4,2,8411.0
E05015464,Pinvin, ,10.305,4,4,13995.0,4,2,3310.0
E05015465,Upton Snodsbury, ,14.016,4,4,15917.5,4,2,2703.0
E05015466,Ebbsfleet, ,14.828,2,2,5492.0,2,1,5901.0
E05015467,Swanscombe, ,20.271,2,2,5492.0,2,1,6858.0
E05015468,Marton East, ,8.031,7,7,27043.0,7,4,6446.0
E05015469,Nunthorpe, ,3.83,7,7,27043.0,7,4,5464.0
E05015470,Goat Hall, ,4.851,7,7,28175.0,7,4,5944.0
E05015471,Great Baddow East, ,6.113,4,4,14663.0,4,2,8507.0
E05015472,Great Baddow West, ,9.293,3,3,12546.5,4,2,6429.0
E05015473,Moulsham and Central, ,3.201,4,4,14663.0,4,2,14011.0
E05015474,Pocklington Provincial, ,1.797,6,6,23411.0,6,3,19559.0
E05015475,Wolds Weighton, ,1.797,6,6,22588.0,6,3,16847.0
E05015476,Carlton, ,10.752,1,1,1852.0,1,1,5940.0
E05015477,Worksop North East, ,7.025,2,2,7414.5,2,1,6110.0
E05015478,Downs West, ,6.865,2,2,8062.0,2,1,2739.0
E05015479,Goat Lees, ,6.865,3,3,12711.0,4,2,2717.0
E05015480,Badgeworth, ,9.741,5,5,19101.0,5,3,2838.0
E05015481,Churchdown Brookfield with Hucclecote, ,3.093,7,7,29405.5,8,4,6600.0
E05015482,Churchdown St John's, ,3.639,5,5,17917.0,5,3,7265.0
E05015483,Cleeve Grange, ,2.433,8,8,31500.5,8,4,3104.0
E05015484,Cleeve Hill, ,2.699,9,9,34613.0,9,5,5326.0
E05015485,Innsworth, ,8.808,5,5,18590.0,5,3,6075.0
E05015486,Isbourne, ,6.21,7,7,28993.0,7,4,3689.0
E05015487,Tewkesbury East, ,4.38,8,8,31994.0,8,4,6255.0
E05015488,Bottisham, ,6.838,7,7,27383.5,7,4,5769.0
E05015489,Woodditton, ,3.907,6,6,22399.0,6,3,6832.0
E05015490,Banister & Polygon, ,10.445,2,2,5029.0,2,1,17077.0
E05015491,Bargate, ,11.454,1,1,677.0,1,1,16872.0
E05015492,Bassett, ,5.749,2,2,7692.0,2,1,14467.0
E05015493,Bevois, ,18.67,1,1,2691.0,1,1,15683.0
E05015494,Bitterne Park, ,9.496,2,2,5524.0,2,1,14734.0
E05015495,Coxford, ,10.508,2,2,4952.0,2,1,13999.0
E05015496,Freemantle, ,10.545,2,2,5666.0,2,1,13837.0
E05015497,Harefield, ,15.735,1,1,3736.0,1,1,13714.0
E05015498,Millbrook, ,11.028,1,1,1669.0,1,1,14346.0
E05015499,Peartree, ,12.521,2,2,4801.5,2,1,14893.0
E05015500,Portswood, ,6.053,3,3,10985.5,3,2,13560.0
E05015501,Redbridge, ,18.566,1,1,2164.0,1,1,13761.0
E05015502,Shirley, ,6.724,1,1,2385.0,1,1,15126.0
E05015503,Sholing, ,14.567,3,3,9918.0,3,2,13962.0
E05015504,Swaythling, ,6.053,2,2,5718.0,2,1,17213.0
E05015505,Thornhill, ,23.617,1,1,1642.0,1,1,14326.0
E05015506,Woolston, ,17.355,1,1,1100.0,1,1,15119.0
E05015507,Abbey, ,19.514,1,1,933.5,1,1,14624.0
E05015508,Allestree, ,2.566,9,9,35578.0,9,5,13611.0
E05015509,Alvaston North, ,14.41,1,1,2580.0,1,1,16867.0
E05015510,Alvaston South, ,14.65,1,1,2983.0,1,1,14420.0
E05015511,Arboretum, ,26.428,1,1,933.5,1,1,17784.0
E05015512,Blagreaves, ,8.234,1,1,4329.0,2,1,15205.0
E05015513,Chaddesden East, ,11.163,2,2,5925.0,2,1,8856.0
E05015514,Chaddesden North, ,15.828,1,1,1075.0,1,1,9695.0
E05015515,Chaddesden West, ,15.828,1,1,1075.0,1,1,10117.0
E05015516,Chellaston & Shelton Lock, ,3.706,2,2,4950.0,2,1,15740.0
E05015517,Darley, ,5.783,1,1,3032.0,1,1,16298.0
E05015518,Littleover, ,2.905,5,5,19386.0,5,3,14285.0
E05015519,Mackworth & New Zealand, ,19.494,2,2,4902.0,2,1,15726.0
E05015520,Mickleover, ,3.795,7,7,27583.5,7,4,14993.0
E05015521,Normanton, ,21.615,1,1,1291.0,1,1,22920.0
E05015522,Oakwood, ,3.914,2,2,8247.0,2,1,12511.0
E05015523,Sinfin & Osmaston, ,17.359,1,1,1779.0,1,1,17177.0
E05015524,Spondon, ,4.731,2,2,5759.0,2,1,12661.0
E05015525,Baylis & Salt Hill, ,19.293,3,3,12829.0,4,2,7614.0
E05015526,Britwell, ,25.384,2,2,6173.0,2,1,7764.0
E05015527,Chalvey, ,26.443,2,2,7588.5,2,1,7666.0
E05015528,Cippenham Green, ,12.279,5,5,20822.5,6,3,7952.0
E05015529,Cippenham Manor, ,13.168,4,4,13198.5,4,2,8602.0
E05015530,Cippenham Village, ,12.279,4,4,14048.0,4,2,7769.0
E05015531,Colnbrook & Poyle, ,17.475,2,2,5496.0,2,1,7634.0
E05015532,Elliman, ,23.248,2,2,5317.0,2,1,5905.0
E05015533,Farnham, ,18.137,2,2,6453.0,2,1,8504.0
E05015534,Haymill, ,11.33,4,4,13334.0,4,2,7140.0
E05015535,Herschel Park, ,23.218,2,2,7588.5,2,1,8116.0
E05015536,Langley Foxborough, ,12.041,3,3,9181.0,3,2,6839.0
E05015537,Langley Marish, ,16.782,3,3,10866.5,3,2,7317.0
E05015538,Langley Meads, ,10.687,5,5,20500.5,5,3,6820.0
E05015539,Langley St Mary's, ,10.687,3,3,10224.0,3,2,7538.0
E05015540,Manor Park & Stoke, ,22.26,3,3,9095.0,3,2,8714.0
E05015541,Northborough & Lynch Hill Valley, ,11.33,2,2,6453.0,2,1,7159.0
E05015542,Slough Central, ,19.413,3,3,9500.0,3,2,6075.0
E05015543,Upton, ,10.438,3,3,11215.0,3,2,7292.0
E05015544,Upton Lea, ,19.413,3,3,10224.0,3,2,8142.0
E05015545,Wexham Court, ,19.413,2,2,5317.0,2,1,8620.0
E05015546,Barnoldswick, ,11.112,3,3,10107.5,3,2,9104.0
E05015547,Earby & Coates, ,11.884,3,3,12453.0,3,2,7985.0
E05015548,Aldeburgh & Leiston, ,10.038,4,4,14412.0,4,2,12321.0
E05015549,Martlesham & Purdis Farm, ,2.883,8,8,30262.0,8,4,7544.0
E05015550,Melton, ,2.253,6,6,25730.5,7,4,4344.0
E05015551,Orwell & Villages, ,8.869,4,4,16375.0,4,2,9769.0
E05015552,Saxmundham, ,15.801,5,5,17558.5,5,3,4875.0
E05015553,Woodbridge, ,4.714,5,5,17503.0,5,3,7885.0
E05015554,Chedworth & Churn Valley, ,15.434,6,6,23388.0,6,3,2513.0
E05015555,Ermin, ,11.258,6,6,23388.0,6,3,2679.0
E05015556,Sandywell, ,7.831,6,6,24229.0,6,3,2594.0
E05015557,Stratton, ,2.671,6,6,23388.0,6,3,2566.0
E05015558,Henley-on-Thames, ,2.026,6,6,25129.5,7,4,12356.0
E05015559,Woodcote & Rotherfield, ,2.334,6,6,24152.0,6,3,9254.0
E05015560,Coltishall, ,11.455,5,5,20991.0,6,3,2528.0
E05015561,Spixworth with St Faiths, ,5.441,6,6,24103.0,6,3,5794.0
E05015562,Botley & Sunningwell, ,3.011,7,7,29311.5,7,4,7210.0
E05015563,Kennington & Radley, ,3.116,7,7,29311.5,7,4,7231.0
E05015564,"Awsworth, Cossall & Trowell", ,8.22,6,6,22183.5,6,3,4949.0
E05015565,Bramcote, ,3.103,8,8,31627.5,8,4,7226.0
E05015566,Greasley, ,6.908,7,7,28911.0,7,4,6699.0
E05015567,Kimberley, ,8.121,3,3,11683.5,3,2,6688.0
E05015568,Nuthall East & Strelley, ,6.172,9,9,34334.5,9,5,5192.0
E05015569,Stapleford North, ,15.702,3,3,9080.0,3,2,4780.0
E05015570,Stapleford South East, ,3.709,4,4,14860.0,4,2,5288.0
E05015571,Crowthorne, ,2.024,4,4,17128.0,5,3,8024.0
E05015572,Harmans Water & Crown Wood, ,4.773,5,5,19267.0,5,3,8948.0
E05015573,Sandhurst, ,2.353,8,8,31192.5,8,4,9816.0
E05015574,Swinley Forest, ,4.552,5,5,19267.0,5,3,5761.0
E05015575,Whitegrove, ,2.593,9,9,36950.0,9,5,6197.0
E05015576,Winkfield & Warfield East, ,1.586,8,8,32537.0,8,4,9938.0
E05015577,Iceni, ,10.224,6,6,25304.0,7,4,6697.0
E05015578,Manor, ,12.762,5,5,21409.5,6,3,3044.0
E05015579,Moreton Hall, ,2.939,5,5,21170.0,6,3,8108.0
E05015580,Rougham, ,4.945,5,5,21170.0,6,3,2588.0
N08000101,Abbey, ,33.28925839799314,5,1,4376.0,2,1,3355.0
N08000102,Aldergrove, ,24.80102002680664,6,3,10906.0,3,2,4684.0
N08000103,Antrim Centre, ,21.280855970317607,5,1,4492.0,2,1,4093.0
N08000104,Ballyclare East, ,27.316900260574258,4,1,2814.0,1,1,4142.0
N08000105,Ballyclare West, ,33.703997002046904,6,2,4943.0,2,1,4044.0
N08000106,Ballyduff, ,26.43703675171943,6,2,5262.0,2,1,3020.0
N08000107,Ballyhenry, ,19.91836679302517,6,2,5601.0,2,1,2711.0
N08000108,Ballynure, ,21.38078092135091,8,4,13241.0,4,2,3610.0
N08000109,Ballyrobert, ,22.97755600540555,9,4,14304.0,4,2,3810.0
N08000110,Burnthill, ,19.91836679302517,2,1,853.0,1,1,3715.0
N08000111,Carnmoney, ,21.954661509953677,2,1,853.0,1,1,2607.0
N08000112,Carnmoney Hill, ,21.954661509953677,6,2,4653.0,2,1,3305.0
N08000113,Clady, ,29.882816906293925,7,2,7592.0,2,1,3834.0
N08000114,Collinbridge, ,21.18189570745812,9,3,12506.0,4,2,2927.0
N08000115,Cranfield, ,32.696006255527664,7,2,8546.0,3,2,3175.0
N08000116,Crumlin, ,29.882816906293925,7,2,7592.0,2,1,3705.0
N08000117,Doagh, ,21.979013703533536,8,4,13556.0,4,2,3471.0
N08000118,Fairview, ,25.21573073182998,6,2,6000.0,2,1,3115.0
N08000119,Fountain Hill, ,29.79330147145506,4,1,2308.0,1,1,3465.0
N08000120,Glebe, ,21.954661509953677,8,3,10280.0,3,2,3042.0
N08000121,Glengormley, ,30.69026036815321,3,1,1302.0,1,1,3421.0
N08000122,Greystone, ,53.88019767452516,3,1,2288.0,1,1,3072.0
N08000123,Hightown, ,20.23176657396115,6,2,7274.0,2,1,3126.0
N08000124,Jordanstown, ,15.8750022910888,8,4,13163.0,4,2,3244.0
N08000125,Mallusk, ,19.91836679302517,9,4,13900.0,4,2,6279.0
N08000126,Monkstown, ,16.360452599113724,2,1,405.0,1,1,3726.0
N08000127,Mossley, ,22.97755600540555,3,1,1250.0,1,1,3708.0
N08000128,O'Neill, ,33.35312828406673,1,1,140.0,1,1,3328.0
N08000129,Parkgate, ,23.960877993847102,8,4,13556.0,4,2,3259.0
N08000130,Randalstown, ,31.261976267669155,7,2,8546.0,3,2,3734.0
N08000131,Rathcoole, ,33.35312828406673,2,1,221.0,1,1,3377.0
N08000132,Rostulla, ,13.30180464641816,8,2,8832.0,3,2,3921.0
N08000133,Shilvodan, ,21.280855970317607,7,3,9737.0,3,2,3896.0
N08000134,Springfarm, ,21.280855970317607,3,1,2485.0,1,1,5543.0
N08000135,Steeple, ,29.79330147145506,4,1,2955.0,1,1,3794.0
N08000136,Stiles, ,44.935143837580526,2,1,1009.0,1,1,3987.0
N08000137,Templepatrick, ,25.429329065496727,3,1,2288.0,1,1,3521.0
N08000138,Toome, ,32.696006255527664,5,2,4978.0,2,1,3936.0
N08000139,Valley, ,25.475057867838903,3,1,1158.0,1,1,3717.0
N08000140,Whitehouse, ,42.1023206007088,2,1,439.0,1,1,3221.0
N08000201,Aghagallon, ,26.220376794194145,8,3,9444.0,3,2,5047.0
N08000202,Ballybay, ,39.907070917047655,2,1,526.0,1,1,5458.0
N08000203,Banbridge East, ,21.723195662303755,5,2,6604.0,2,1,4479.0
N08000204,Banbridge North, ,21.723195662303755,2,1,420.0,1,1,4272.0
N08000205,Banbridge South, ,21.723195662303755,2,1,420.0,1,1,5043.0
N08000206,Banbridge West, ,32.30929730136208,2,1,420.0,1,1,5431.0
N08000207,Blackwatertown, ,36.134013730491176,5,2,4575.0,2,1,5502.0
N08000208,Bleary, ,19.71203051699723,3,1,1890.0,1,1,4981.0
N08000209,Brownlow, ,49.27477649267159,1,1,61.0,1,1,6626.0
N08000210,Cathedral, ,43.83715439375278,1,1,100.0,1,1,5119.0
N08000211,Corcrain, ,45.317217529949694,2,1,526.0,1,1,5455.0
N08000212,Craigavon Centre, ,23.548391698484053,1,1,158.0,1,1,6750.0
N08000213,Demesne, ,26.983881205619305,1,1,100.0,1,1,5705.0
N08000214,Derrytrasna, ,28.50067089235142,7,3,10015.0,3,2,4981.0
N08000215,Donaghcloney, ,24.228784221301936,6,2,6381.0,2,1,4935.0
N08000216,Dromore, ,22.020557101568308,6,2,6404.0,2,1,4843.0
N08000217,Gilford, ,19.71203051699723,4,1,3696.0,1,1,4997.0
N08000218,Gransha, ,22.020557101568308,5,2,6604.0,2,1,5155.0
N08000219,Hamiltonsbawn, ,27.507095192798893,4,1,3500.0,1,1,4969.0
N08000220,Keady, ,39.16792248031682,2,1,854.0,1,1,5243.0
N08000221,Kernan, ,23.548391698484053,6,2,5047.0,2,1,5894.0
N08000222,Killycomain, ,31.52169743821929,1,1,357.0,1,1,5247.0
N08000223,Knocknashane, ,24.47960816155416,5,2,5109.0,2,1,4556.0
N08000224,Lough Road, ,26.220376794194145,1,1,26.0,1,1,5601.0
N08000225,Loughbrickland, ,38.06944588206717,4,1,3682.0,1,1,5711.0
N08000226,Loughgall, ,27.455589380417084,5,2,5783.0,2,1,5484.0
N08000227,Magheralin, ,26.67906214058721,8,3,12454.0,3,2,5368.0
N08000228,Mahon, ,32.761928712786094,1,1,357.0,1,1,5172.0
N08000229,Markethill, ,43.91627643299236,4,1,3500.0,1,1,5632.0
N08000230,Mourneview, ,29.674696917509944,1,1,198.0,1,1,5495.0
N08000231,Navan, ,31.09900271446861,3,1,2708.0,1,1,5299.0
N08000232,Parklake, ,27.360215886715302,1,1,26.0,1,1,5648.0
N08000233,Quilly, ,29.611055828250024,6,2,6404.0,2,1,4497.0
N08000234,Rathfriland, ,36.50254275157705,3,1,3259.0,1,1,5009.0
N08000235,Richhill, ,23.817522854611173,7,2,8761.0,3,2,4837.0
N08000236,Seagahan, ,31.09900271446861,3,1,2708.0,1,1,5603.0
N08000237,Shankill, ,49.27477649267159,1,1,67.0,1,1,6446.0
N08000238,Tandragee, ,32.48812983761749,4,1,4554.0,2,1,5171.0
N08000239,The Birches, ,32.621415749221875,5,1,4172.0,1,1,6098.0
N08000240,The Mall, ,26.983881205619305,1,1,100.0,1,1,5512.0
N08000241,Waringstown, ,23.720082501336694,9,4,14177.0,4,2,5400.0
N08000301,Andersonstown, ,52.29919244785789,3,1,601.0,1,1,4648.0
N08000302,Ardoyne, ,107.81019276421772,1,1,7.0,1,1,5490.0
N08000303,Ballygomartin, ,36.55131137229246,1,1,77.0,1,1,5952.0
N08000304,Ballymacarrett, ,65.95609161671548,1,1,50.0,1,1,5905.0
N08000305,Ballymurphy, ,80.49995090145507,1,1,14.0,1,1,5131.0
N08000306,Ballysillan, ,43.40209190969678,2,1,564.0,1,1,5289.0
N08000307,Beechmount, ,53.51165987466887,1,1,62.0,1,1,5394.0
N08000308,Beersbridge, ,24.17677542417224,1,1,142.0,1,1,6610.0
N08000309,Bellevue, ,26.62636508010845,2,1,563.0,1,1,5427.0
N08000310,Belmont, ,14.755066602388176,7,3,9144.0,3,2,4695.0
N08000311,Belvoir, ,19.51222367862792,4,1,2409.0,1,1,5359.0
N08000312,Blackstaff, ,66.73111166065677,1,1,95.0,1,1,7547.0
N08000313,Bloomfield, ,21.66639915390783,2,1,979.0,1,1,5894.0
N08000314,Cavehill, ,20.99083552855326,9,4,14838.0,4,2,4434.0
N08000315,Central, ,27.18756389836632,1,1,19.0,1,1,15446.0
N08000316,Chichester Park, ,21.963092014292616,1,1,53.0,1,1,5409.0
N08000317,Cliftonville, ,40.555253451607,2,1,154.0,1,1,5657.0
N08000318,Clonard, ,66.04074276603782,1,1,46.0,1,1,5999.0
N08000319,Collin Glen, ,49.814074239144574,2,1,168.0,1,1,5656.0
N08000320,Connswater, ,21.66639915390783,1,1,50.0,1,1,5929.0
N08000321,Cregagh, ,20.18822799555108,3,1,1723.0,1,1,4587.0
N08000322,Duncairn, ,34.39894246778902,1,1,15.0,1,1,8338.0
N08000323,Dunmurry, ,21.32158855020265,5,1,4205.0,1,1,5207.0
N08000324,Falls, ,66.76190715640506,1,1,30.0,1,1,5179.0
N08000325,Falls Park, ,50.85226464430034,4,1,2374.0,1,1,4742.0
N08000326,Finaghy, ,20.63394473602324,10,5,17292.0,5,3,4525.0
N08000327,Forth River, ,47.173127603561646,1,1,20.0,1,1,4921.0
N08000328,Fortwilliam, ,33.543705070470665,1,1,70.0,1,1,4717.0
N08000329,Garnerville, ,14.988327887788977,3,1,2395.0,1,1,4788.0
N08000330,Gilnahirk, ,18.091223647949104,3,1,1803.0,1,1,5155.0
N08000331,Hillfoot, ,16.486888147620228,7,2,8182.0,2,1,4582.0
N08000332,Innisfayle, ,26.62636508010845,2,1,383.0,1,1,5315.0
N08000333,Knock, ,14.988327887788977,10,4,16899.0,5,3,5011.0
N08000334,Ladybrook, ,21.32158855020265,1,1,87.0,1,1,4817.0
N08000335,Lagmore, ,37.00387462805897,1,1,13.0,1,1,8344.0
N08000336,Legoniel, ,47.173127603561646,1,1,157.0,1,1,6135.0
N08000337,Malone, ,16.216989676035304,9,5,17987.0,5,3,4811.0
N08000338,Merok, ,22.45976854580616,7,2,7976.0,2,1,4438.0
N08000339,Musgrave, ,20.688305753887047,3,1,2148.0,1,1,4836.0
N08000340,New Lodge, ,99.75024466014762,1,1,3.0,1,1,4881.0
N08000341,Orangefield, ,21.569823151174734,8,3,11314.0,3,2,4756.0
N08000342,Ormeau, ,20.18822799555108,4,1,3379.0,1,1,6532.0
N08000343,Poleglass, ,44.82030526529764,1,1,13.0,1,1,6103.0
N08000344,Ravenhill, ,20.18822799555108,8,3,11765.0,3,2,4823.0
N08000345,Rosetta, ,17.823701037841058,8,3,9900.0,3,2,5793.0
N08000346,Sandown, ,16.746447497360972,5,1,3340.0,1,1,4470.0
N08000347,Shandon, ,16.406440916281248,7,2,8182.0,2,1,5377.0
N08000348,Shankill, ,100.02510235202728,1,1,19.0,1,1,6445.0
N08000349,Shaw's Road, ,49.814074239144574,2,1,168.0,1,1,5480.0
N08000350,Stewartstown, ,44.82030526529764,1,1,40.0,1,1,4579.0
N08000351,Stormont, ,14.988327887788977,8,2,8150.0,2,1,5045.0
N08000352,Stranmillis, ,10.828524810388991,10,6,24837.0,6,3,8978.0
N08000353,Sydenham, ,30.781971024889504,2,1,800.0,1,1,5589.0
